ID,Sec,Date,Time,Barometric_Preasure,Humidity,Solar_Radiation,Temperature,Wind_Direction,Wind_Speed
21255,1479110101,13.11.2016,21:55:01,30.47,86,1.21,45,122.47,11.25
21256,1479109801,13.11.2016,21:50:01,30.47,87,1.19,44,130.48,11.25
21257,1479109504,13.11.2016,21:45:04,30.47,87,1.17,44,115.31,10.12
21258,1479109202,13.11.2016,21:40:02,30.47,87,1.16,44,114.44,13.5
21259,1479108902,13.11.2016,21:35:02,30.47,87,1.21,44,78.52,5.62
21260,1479108602,13.11.2016,21:30:02,30.47,87,1.18,45,188.08,3.37
21261,1479108301,13.11.2016,21:25:01,30.47,87,1.19,45,359.02,1.12
21262,1479108003,13.11.2016,21:20:03,30.47,87,1.21,45,146.62,4.5
21263,1479107702,13.11.2016,21:15:02,30.47,88,1.21,45,108.67,3.37
21264,1479107402,13.11.2016,21:10:02,30.47,88,1.21,45,86.48,3.37
21265,1479107102,13.11.2016,21:05:02,30.47,88,1.21,45,142.76,2.25
21266,1479106804,13.11.2016,21:00:04,30.47,88,1.22,45,114.69,11.25
21267,1479106502,13.11.2016,20:55:02,30.47,89,1.2,45,145.37,5.62
21268,1479106202,13.11.2016,20:50:02,30.47,89,1.25,45,139.42,4.5
21269,1479105901,13.11.2016,20:45:01,30.47,90,1.2,45,173.27,3.37
21270,1479105602,13.11.2016,20:40:02,30.47,90,1.19,45,137.92,3.37
21271,1479105302,13.11.2016,20:35:02,30.47,90,1.24,45,53.59,3.37
21272,1479105004,13.11.2016,20:30:04,30.47,91,1.21,45,168.08,3.37
21273,1479104702,13.11.2016,20:25:02,30.47,92,1.21,45,97.26,5.62
21274,1479104402,13.11.2016,20:20:02,30.47,94,1.22,45,126.31,13.5
21275,1479104103,13.11.2016,20:15:03,30.47,97,1.19,45,112.73,3.37
21276,1479103802,13.11.2016,20:10:02,30.47,99,1.21,45,97.91,6.75
21277,1479103503,13.11.2016,20:05:03,30.47,99,1.19,45,85.25,3.37
21278,1479103202,13.11.2016,20:00:02,30.47,99,1.17,45,145.23,1.12
21279,1479102904,13.11.2016,19:55:04,30.47,100,1.22,46,89.51,9
21280,1479102602,13.11.2016,19:50:02,30.46,100,1.22,46,131.55,5.62
21281,1479102302,13.11.2016,19:45:02,30.47,100,1.21,46,36.63,1.12
21282,1479102002,13.11.2016,19:40:02,30.47,100,1.23,47,81.57,3.37
21283,1479101704,13.11.2016,19:35:04,30.46,99,1.23,47,53.86,4.5
21284,1479101404,13.11.2016,19:30:04,30.46,99,1.21,47,101.82,4.5
21285,1479101102,13.11.2016,19:25:02,30.46,99,1.21,47,97.85,3.37
21286,1479100804,13.11.2016,19:20:04,30.46,99,1.22,47,88.61,5.62
21287,1479100501,13.11.2016,19:15:01,30.46,99,1.19,47,120.6,6.75
21288,1479100204,13.11.2016,19:10:04,30.45,99,1.2,47,52.93,3.37
21289,1479099901,13.11.2016,19:05:01,30.45,99,1.2,48,57.63,5.62
21290,1479099604,13.11.2016,19:00:04,30.45,98,1.23,48,57.34,5.62
21291,1479099301,13.11.2016,18:55:01,30.45,98,1.21,48,65.08,5.62
21292,1479099002,13.11.2016,18:50:02,30.44,98,1.2,48,47.5,4.5
21293,1479098704,13.11.2016,18:45:04,30.44,98,1.23,48,63.75,2.25
21294,1479098404,13.11.2016,18:40:04,30.44,98,1.19,48,53.25,4.5
21295,1479098102,13.11.2016,18:35:02,30.44,98,1.2,48,141.21,7.87
21296,1479097804,13.11.2016,18:30:04,30.44,97,1.23,48,39.05,7.87
21297,1479097514,13.11.2016,18:25:14,30.44,96,1.21,48,127.6,6.75
21298,1479097201,13.11.2016,18:20:01,30.44,96,1.21,48,97.34,5.62
21299,1479096901,13.11.2016,18:15:01,30.44,95,1.21,48,251.49,2.25
21300,1479096602,13.11.2016,18:10:02,30.43,95,1.22,48,7.83,5.62
21301,1479096312,13.11.2016,18:05:12,30.43,94,1.24,48,79.33,3.37
21302,1479096001,13.11.2016,18:00:01,30.43,93,1.2,48,139.32,6.75
21303,1479095701,13.11.2016,17:55:01,30.43,92,1.89,48,97.38,14.62
21304,1479095404,13.11.2016,17:50:04,30.43,92,3.16,49,118.51,3.37
21305,1479095102,13.11.2016,17:45:02,30.43,93,5.34,49,34.26,9
21306,1479094801,13.11.2016,17:40:01,30.43,91,7.41,49,122.02,4.5
21307,1479094505,13.11.2016,17:35:05,30.43,91,10.81,49,104.13,4.5
21308,1479094202,13.11.2016,17:30:02,30.43,91,40.76,49,23.39,5.62
21309,1479093901,13.11.2016,17:25:01,30.42,89,26.98,50,87.61,7.87
21310,1479093602,13.11.2016,17:20:02,30.42,87,32.94,50,114.92,6.75
21311,1479093302,13.11.2016,17:15:02,30.42,86,46.44,51,121.41,4.5
21312,1479093002,13.11.2016,17:10:02,30.42,85,65.86,51,244.89,4.5
21313,1479092702,13.11.2016,17:05:02,30.42,83,84.78,51,100.01,9
21314,1479092407,13.11.2016,17:00:07,30.42,82,106.35,52,85.99,11.25
21315,1479092101,13.11.2016,16:55:01,30.42,83,130.7,52,158.55,4.5
21316,1479091804,13.11.2016,16:50:04,30.42,82,156.17,52,46.1,10.12
21317,1479091505,13.11.2016,16:45:05,30.42,83,182.05,52,62.79,1.12
21318,1479091202,13.11.2016,16:40:02,30.42,81,211.05,53,39.15,7.87
21319,1479090902,13.11.2016,16:35:02,30.42,76,237.12,53,79.5,10.12
21320,1479090602,13.11.2016,16:30:02,30.42,79,262.15,53,21.88,4.5
21321,1479090301,13.11.2016,16:25:01,30.42,78,288.51,53,54.96,9
21322,1479090004,13.11.2016,16:20:04,30.42,80,311.77,54,10.84,5.62
21323,1479089702,13.11.2016,16:15:02,30.41,77,335.11,54,41.91,7.87
21324,1479089402,13.11.2016,16:10:02,30.41,77,355.28,54,37.71,10.12
21325,1479089104,13.11.2016,16:05:04,30.41,77,374.76,54,84.64,6.75
21326,1479088802,13.11.2016,16:00:02,30.41,76,395.29,55,7.91,9
21327,1479088503,13.11.2016,15:55:03,30.41,74,413.58,55,89.38,9
21328,1479088202,13.11.2016,15:50:02,30.41,76,431.09,55,110.21,5.62
21329,1479087901,13.11.2016,15:45:01,30.42,70,452.09,55,81.06,12.37
21330,1479087602,13.11.2016,15:40:02,30.41,71,470.23,55,114.85,9
21331,1479087302,13.11.2016,15:35:02,30.41,73,487.35,56,0.46,7.87
21332,1479087001,13.11.2016,15:30:01,30.42,71,506.01,56,337.76,7.87
21333,1479086701,13.11.2016,15:25:01,30.41,70,524.2,56,73.33,15.75
21334,1479086402,13.11.2016,15:20:02,30.42,63,541.65,56,61.19,12.37
21335,1479086101,13.11.2016,15:15:01,30.42,67,558.53,56,356.99,5.62
21336,1479085804,13.11.2016,15:10:04,30.42,65,576.68,56,33.57,3.37
21337,1479085502,13.11.2016,15:05:02,30.42,69,591.96,57,1.48,7.87
21338,1479085208,13.11.2016,15:00:08,30.42,63,607.69,57,40.31,4.5
21339,1479084904,13.11.2016,14:55:04,30.42,65,626.56,57,19.84,5.62
21340,1479084608,13.11.2016,14:50:08,30.42,69,641.18,57,356.63,4.5
21341,1479084302,13.11.2016,14:45:02,30.42,64,656.77,57,47.47,14.62
21342,1479084002,13.11.2016,14:40:02,30.42,65,672.59,58,72.4,10.12
21343,1479083702,13.11.2016,14:35:02,30.42,65,687.23,58,28.26,6.75
21344,1479083402,13.11.2016,14:30:02,30.42,64,703.4,58,51.09,10.12
21345,1479083101,13.11.2016,14:25:01,30.41,65,715.47,58,54.83,6.75
21346,1479082802,13.11.2016,14:20:02,30.42,62,730.21,58,4.46,3.37
21347,1479082502,13.11.2016,14:15:02,30.42,64,742.57,58,0.2,3.37
21348,1479082204,13.11.2016,14:10:04,30.42,65,753.89,58,85.65,7.87
21349,1479081902,13.11.2016,14:05:02,30.42,63,766.72,58,312.85,2.25
21350,1479081603,13.11.2016,14:00:03,30.42,65,777.65,58,71.42,6.75
21351,1479081301,13.11.2016,13:55:01,30.42,68,787.82,58,72.8,6.75
21352,1479081003,13.11.2016,13:50:03,30.42,68,797.49,57,31.47,10.12
21353,1479080702,13.11.2016,13:45:02,30.42,68,809.85,57,0.12,7.87
21354,1479080404,13.11.2016,13:40:04,30.43,67,818.28,58,32.19,6.75
21355,1479080102,13.11.2016,13:35:02,30.43,68,826.77,58,15.65,11.25
21356,1479079802,13.11.2016,13:30:02,30.43,64,837.95,57,9.17,11.25
21357,1479079502,13.11.2016,13:25:02,30.43,62,843.32,58,28.41,11.25
21358,1479079204,13.11.2016,13:20:04,30.43,63,854.41,58,32.52,13.5
21359,1479078905,13.11.2016,13:15:05,30.43,65,859.3,58,20.96,9
21360,1479078602,13.11.2016,13:10:02,30.44,65,864.93,58,15.54,13.5
21361,1479078301,13.11.2016,13:05:01,30.43,65,873.87,58,50.15,5.62
21362,1479078002,13.11.2016,13:00:02,30.44,65,880.11,58,60.65,7.87
21363,1479077702,13.11.2016,12:55:02,30.44,65,885.42,58,7.13,6.75
21364,1479077402,13.11.2016,12:50:02,30.44,63,891.26,59,26.02,9
21365,1479077102,13.11.2016,12:45:02,30.44,61,895,59,44.41,11.25
21366,1479076802,13.11.2016,12:40:02,30.45,60,899.16,59,52.8,7.87
21367,1479076502,13.11.2016,12:35:02,30.45,59,902.1,59,13.46,7.87
21368,1479076202,13.11.2016,12:30:02,30.45,58,905.63,59,110.58,7.87
21369,1479075902,13.11.2016,12:25:02,30.46,59,904.91,59,3.17,9
21370,1479075601,13.11.2016,12:20:01,30.45,59,908.7,59,43.2,6.75
21371,1479075301,13.11.2016,12:15:01,30.46,54,909.22,59,30.98,10.12
21372,1479075002,13.11.2016,12:10:02,30.46,56,908.91,59,324.11,7.87
21373,1479074702,13.11.2016,12:05:02,30.46,59,911.27,59,79.11,5.62
21374,1479074405,13.11.2016,12:00:05,30.46,60,910.08,59,79.06,6.75
21375,1479074101,13.11.2016,11:55:01,30.46,56,908.54,59,111.11,9
21376,1479073804,13.11.2016,11:50:04,30.46,57,908.99,59,60.68,13.5
21377,1479073502,13.11.2016,11:45:02,30.46,53,905.46,59,114.81,7.87
21378,1479073205,13.11.2016,11:40:05,30.46,53,904.35,59,57.97,5.62
21379,1479072902,13.11.2016,11:35:02,30.47,54,901.84,59,66.74,5.62
21380,1479072602,13.11.2016,11:30:02,30.47,51,893.82,59,331.94,3.37
21381,1479072301,13.11.2016,11:25:01,30.47,52,891.55,58,8.56,4.5
21382,1479072002,13.11.2016,11:20:02,30.47,51,887.35,58,91.32,7.87
21383,1479071703,13.11.2016,11:15:03,30.47,54,884.03,58,336.49,6.75
21384,1479071402,13.11.2016,11:10:02,30.47,54,878.52,58,38.5,5.62
21385,1479071102,13.11.2016,11:05:02,30.47,54,870.45,58,325.26,3.37
21386,1479070801,13.11.2016,11:00:01,30.47,51,865.92,58,41.75,6.75
21387,1479070501,13.11.2016,10:55:01,30.47,51,857.81,58,168.56,2.25
21388,1479070202,13.11.2016,10:50:02,30.48,52,848.71,58,159.14,6.75
21389,1479069902,13.11.2016,10:45:02,30.48,51,841.14,58,100.53,5.62
21390,1479069602,13.11.2016,10:40:02,30.48,50,832.64,58,80.14,5.62
21391,1479069301,13.11.2016,10:35:01,30.48,48,825.51,58,20.16,6.75
21392,1479069002,13.11.2016,10:30:02,30.48,48,815.51,57,71,5.62
21393,1479068701,13.11.2016,10:25:01,30.48,44,806.25,57,117,7.87
21394,1479068402,13.11.2016,10:20:02,30.48,43,797.76,57,333,6.75
21395,1479068102,13.11.2016,10:15:02,30.48,43,786.06,57,42.83,6.75
21396,1479067801,13.11.2016,10:10:01,30.48,40,774.66,57,40.86,9
21397,1479067501,13.11.2016,10:05:01,30.48,41,762.48,57,0.15,6.75
21398,1479067204,13.11.2016,10:00:04,30.48,42,748.4,57,356.39,6.75
21399,1479066905,13.11.2016,9:55:05,30.48,41,737.3,57,75.33,5.62
21400,1479066602,13.11.2016,9:50:02,30.48,40,725.84,57,69.67,10.12
21401,1479066305,13.11.2016,9:45:05,30.48,41,710.82,57,58.36,6.75
21402,1479066004,13.11.2016,9:40:04,30.48,40,696.84,57,37.85,7.87
21403,1479065702,13.11.2016,9:35:02,30.48,39,682.81,56,8.39,6.75
21404,1479065406,13.11.2016,9:30:06,30.48,40,668.92,56,84.62,4.5
21405,1479065102,13.11.2016,9:25:02,30.48,39,652.66,56,77.2,4.5
21406,1479064802,13.11.2016,9:20:02,30.48,40,637.66,56,297.97,3.37
21407,1479064501,13.11.2016,9:15:01,30.48,40,621.88,56,37.15,0
21408,1479064205,13.11.2016,9:10:05,30.48,41,606.38,55,81.34,10.12
21409,1479063902,13.11.2016,9:05:02,30.48,42,589.75,55,111.8,3.37
21410,1479063601,13.11.2016,9:00:01,30.48,45,572.87,55,49.05,4.5
21411,1479063301,13.11.2016,8:55:01,30.48,47,556.28,55,3,10.12
21412,1479063002,13.11.2016,8:50:02,30.48,51,537.83,55,9.47,3.37
21413,1479062704,13.11.2016,8:45:04,30.47,50,521.4,54,71.37,2.25
21414,1479062401,13.11.2016,8:40:01,30.47,53,502.62,54,70.55,5.62
21415,1479062102,13.11.2016,8:35:02,30.47,54,483.86,53,114.84,4.5
21416,1479061802,13.11.2016,8:30:02,30.47,55,465.1,53,37.04,2.25
21417,1479061505,13.11.2016,8:25:05,30.47,57,446.44,53,98.23,4.5
21418,1479061204,13.11.2016,8:20:04,30.47,59,427.97,53,213.51,3.37
21419,1479060902,13.11.2016,8:15:02,30.47,58,408.7,53,88.86,7.87
21420,1479060602,13.11.2016,8:10:02,30.47,58,389.61,52,42.26,5.62
21421,1479060302,13.11.2016,8:05:02,30.47,60,369.61,52,69.24,4.5
21422,1479060001,13.11.2016,8:00:01,30.46,61,348.89,51,63.24,5.62
21423,1479059701,13.11.2016,7:55:01,30.46,63,326.42,50,165.39,4.5
21424,1479059404,13.11.2016,7:50:04,30.46,63,301.14,49,98.67,1.12
21425,1479059102,13.11.2016,7:45:02,30.46,64,274.43,48,143.49,4.5
21426,1479058804,13.11.2016,7:40:04,30.46,64,24.57,48,140.11,4.5
21427,1479058501,13.11.2016,7:35:01,30.46,62,21.62,47,145.91,6.75
21428,1479058204,13.11.2016,7:30:04,30.46,57,21.05,47,166.81,2.25
21429,1479057902,13.11.2016,7:25:02,30.46,44,20.46,47,126.84,2.25
21430,1479057611,13.11.2016,7:20:11,30.46,43,19.8,46,79.87,1.12
21431,1479057302,13.11.2016,7:15:02,30.46,46,19.12,45,124.05,2.25
21432,1479057004,13.11.2016,7:10:04,30.46,47,18.36,45,164.57,3.37
21433,1479056702,13.11.2016,7:05:02,30.46,47,17.46,44,123.41,6.75
21434,1479056404,13.11.2016,7:00:04,30.46,52,16.41,44,167.89,4.5
21435,1479056101,13.11.2016,6:55:01,30.46,63,15.23,44,188.4,6.75
21436,1479055802,13.11.2016,6:50:02,30.46,55,13.88,44,185.68,5.62
21437,1479055502,13.11.2016,6:45:02,30.45,57,12.27,44,184.78,7.87
21438,1479055202,13.11.2016,6:40:02,30.45,60,10.43,44,178.69,7.87
21439,1479054901,13.11.2016,6:35:01,30.45,59,8.4,44,170.92,5.62
21440,1479054602,13.11.2016,6:30:02,30.45,61,6.4,44,166.88,9
21441,1479054304,13.11.2016,6:25:04,30.45,61,4.3,44,147.98,5.62
21442,1479054001,13.11.2016,6:20:01,30.45,60,2.44,44,159.25,6.75
21443,1479053704,13.11.2016,6:15:04,30.45,58,1.38,44,124.44,5.62
21444,1479053402,13.11.2016,6:10:02,30.45,59,1.18,44,138.45,7.87
21445,1479053102,13.11.2016,6:05:02,30.44,60,1.24,44,156.71,5.62
21446,1479052802,13.11.2016,6:00:02,30.44,57,1.22,44,174.23,9
21447,1479052501,13.11.2016,5:55:01,30.44,57,1.2,44,166.86,6.75
21448,1479052202,13.11.2016,5:50:02,30.44,59,1.21,44,150.04,3.37
21449,1479051902,13.11.2016,5:45:02,30.44,56,1.18,45,170.15,6.75
21450,1479051602,13.11.2016,5:40:02,30.44,59,1.19,45,173.15,2.25
21451,1479051302,13.11.2016,5:35:02,30.44,55,1.17,44,172.5,4.5
21452,1479051004,13.11.2016,5:30:04,30.44,55,1.19,44,171.19,4.5
21453,1479050704,13.11.2016,5:25:04,30.44,60,1.19,44,150.19,6.75
21454,1479050402,13.11.2016,5:20:02,30.44,60,1.18,44,150.13,6.75
21455,1479050102,13.11.2016,5:15:02,30.44,62,1.21,44,155.45,7.87
21456,1479049801,13.11.2016,5:10:01,30.44,65,1.17,44,170.9,6.75
21457,1479049507,13.11.2016,5:05:07,30.44,65,1.21,44,134.74,9
21458,1479049201,13.11.2016,5:00:01,30.44,65,1.2,44,169.67,7.87
21459,1479048901,13.11.2016,4:55:01,30.44,63,1.19,44,147.85,6.75
21460,1479048603,13.11.2016,4:50:03,30.44,63,1.18,45,156.84,5.62
21461,1479048302,13.11.2016,4:45:02,30.44,63,1.2,45,166.76,4.5
21462,1479048004,13.11.2016,4:40:04,30.44,62,1.2,45,54.04,9
21463,1479047705,13.11.2016,4:35:05,30.44,61,1.19,45,130.81,3.37
21464,1479047404,13.11.2016,4:30:04,30.44,59,1.21,45,178.27,2.25
21465,1479047102,13.11.2016,4:25:02,30.44,61,1.25,44,171.29,2.25
21466,1479046802,13.11.2016,4:20:02,30.44,63,1.21,44,147.22,9
21467,1479046502,13.11.2016,4:15:02,30.43,62,1.2,45,181.04,7.87
21468,1479046204,13.11.2016,4:10:04,30.43,63,1.19,44,178.51,4.5
21469,1479045902,13.11.2016,4:05:02,30.43,63,1.21,44,161.26,6.75
21470,1479045602,13.11.2016,4:00:02,30.43,68,1.22,44,172.64,10.12
21471,1479045303,13.11.2016,3:55:03,30.43,70,1.22,44,173.61,10.12
21472,1479045001,13.11.2016,3:50:01,30.44,69,1.2,44,139.95,5.62
21473,1479044701,13.11.2016,3:45:01,30.44,67,1.19,45,163.51,5.62
21474,1479044402,13.11.2016,3:40:02,30.44,67,1.2,45,187.84,7.87
21475,1479044102,13.11.2016,3:35:02,30.44,67,1.24,45,151.34,5.62
21476,1479043801,13.11.2016,3:30:01,30.44,67,1.22,46,186.87,3.37
21477,1479043501,13.11.2016,3:25:01,30.44,67,1.23,46,114.74,9
21478,1479043202,13.11.2016,3:20:02,30.44,66,1.2,46,111.4,5.62
21479,1479042902,13.11.2016,3:15:02,30.44,65,1.2,46,226.39,4.5
21480,1479042601,13.11.2016,3:10:01,30.44,63,1.24,46,127.98,6.75
21481,1479042301,13.11.2016,3:05:01,30.44,64,1.2,46,139.38,2.25
21482,1479042004,13.11.2016,3:00:04,30.44,63,1.22,46,166.64,4.5
21483,1479041701,13.11.2016,2:55:01,30.44,62,1.22,46,160.27,3.37
21484,1479041402,13.11.2016,2:50:02,30.44,61,1.23,46,126.96,5.62
21485,1479041102,13.11.2016,2:45:02,30.44,62,1.21,46,174.76,5.62
21486,1479040805,13.11.2016,2:40:05,30.44,61,1.16,46,152.62,3.37
21487,1479040504,13.11.2016,2:35:04,30.44,60,1.19,46,148.74,2.25
21488,1479040202,13.11.2016,2:30:02,30.44,57,1.23,46,161.48,4.5
21489,1479039903,13.11.2016,2:25:03,30.44,57,1.19,45,185.63,2.25
21490,1479039601,13.11.2016,2:20:01,30.44,57,1.24,45,195.81,2.25
21491,1479039304,13.11.2016,2:15:04,30.44,56,1.19,45,183.27,3.37
21492,1479039004,13.11.2016,2:10:04,30.44,57,1.23,45,157.42,4.5
21493,1479038702,13.11.2016,2:05:02,30.44,59,1.19,45,153.17,1.12
21494,1479038402,13.11.2016,2:00:02,30.45,61,1.2,45,152.36,5.62
21495,1479038101,13.11.2016,1:55:01,30.45,64,1.21,45,126.21,9
21496,1479037801,13.11.2016,1:50:01,30.45,65,1.18,46,164.88,3.37
21497,1479037505,13.11.2016,1:45:05,30.45,66,1.25,46,156.53,4.5
21498,1479037202,13.11.2016,1:40:02,30.45,66,1.19,46,175.56,3.37
21499,1479036901,13.11.2016,1:35:01,30.45,67,1.2,46,123.1,7.87
21500,1479036601,13.11.2016,1:30:01,30.45,66,1.2,46,240.56,3.37
21501,1479036302,13.11.2016,1:25:02,30.46,64,1.21,46,198.52,4.5
21502,1479036002,13.11.2016,1:20:02,30.46,61,1.19,46,170.95,6.75
21503,1479035702,13.11.2016,1:15:02,30.46,60,1.21,46,145.13,9
21504,1479035402,13.11.2016,1:10:02,30.46,58,1.22,46,156.51,5.62
21505,1479035102,13.11.2016,1:05:02,30.46,58,1.21,46,144.68,6.75
21506,1479034803,13.11.2016,1:00:03,30.46,56,1.2,46,158.54,4.5
21507,1479034502,13.11.2016,0:55:02,30.46,51,1.21,46,143.76,5.62
21508,1479034204,13.11.2016,0:50:04,30.47,51,1.21,47,162.77,3.37
21509,1479033901,13.11.2016,0:45:01,30.47,48,1.16,47,155.6,3.37
21510,1479033602,13.11.2016,0:40:02,30.47,46,1.23,47,125.51,3.37
21511,1479033302,13.11.2016,0:35:02,30.47,46,1.19,47,117.14,2.25
21512,1479033001,13.11.2016,0:30:01,30.47,44,1.19,47,119.17,3.37
21513,1479032705,13.11.2016,0:25:05,30.47,44,1.24,47,184.87,4.5
21514,1479032402,13.11.2016,0:20:02,30.47,44,1.21,46,187.22,5.62
21515,1479032101,13.11.2016,0:15:01,30.47,45,1.2,47,176.86,7.87
21516,1479031802,13.11.2016,0:10:02,30.47,45,1.2,47,156.47,7.87
21517,1479031504,13.11.2016,0:05:04,30.47,46,1.23,47,163.55,7.87
21518,1479031201,13.11.2016,0:00:01,30.47,46,1.23,47,140.31,5.62
21519,1479030904,12.11.2016,23:55:04,30.48,46,1.2,47,164.44,5.62
21520,1479030602,12.11.2016,23:50:02,30.48,46,1.24,47,148.85,6.75
21521,1479030302,12.11.2016,23:45:02,30.48,47,1.19,47,85.47,3.37
21522,1479030001,12.11.2016,23:40:01,30.48,47,1.2,47,159.16,5.62
21523,1479029702,12.11.2016,23:35:02,30.48,48,1.2,47,173.63,4.5
21524,1479029401,12.11.2016,23:30:01,30.48,48,1.19,47,141.27,9
21525,1479029102,12.11.2016,23:25:02,30.48,50,1.2,47,144.98,5.62
21526,1479028802,12.11.2016,23:20:02,30.48,51,1.21,47,167.31,6.75
21527,1479028502,12.11.2016,23:15:02,30.48,52,1.24,47,149.53,7.87
21528,1479028202,12.11.2016,23:10:02,30.48,52,1.2,47,182.1,5.62
21529,1479027902,12.11.2016,23:05:02,30.48,52,1.18,47,183.71,7.87
21530,1479027601,12.11.2016,23:00:01,30.48,50,1.22,47,159.03,4.5
21531,1479027302,12.11.2016,22:55:02,30.48,49,1.2,47,137.02,9
21532,1479027002,12.11.2016,22:50:02,30.48,48,1.21,47,169.9,5.62
21533,1479026702,12.11.2016,22:45:02,30.49,49,1.23,47,164.34,5.62
21534,1479026404,12.11.2016,22:40:04,30.49,49,1.17,47,161.43,5.62
21535,1479026103,12.11.2016,22:35:03,30.49,49,1.22,47,145.41,6.75
21536,1479025802,12.11.2016,22:30:02,30.49,49,1.23,47,127.39,6.75
21537,1479025508,12.11.2016,22:25:08,30.49,49,1.26,47,157.92,4.5
21538,1479025201,12.11.2016,22:20:01,30.49,51,1.22,47,179.69,5.62
21539,1479024901,12.11.2016,22:15:01,30.49,52,1.25,47,180.55,4.5
21540,1479024602,12.11.2016,22:10:02,30.49,53,1.23,47,171.27,4.5
21541,1479024304,12.11.2016,22:05:04,30.49,54,1.22,47,148.38,5.62
21542,1479024001,12.11.2016,22:00:01,30.49,55,1.18,48,165.09,4.5
21543,1479023702,12.11.2016,21:55:02,30.49,55,1.23,48,175.54,5.62
21544,1479023402,12.11.2016,21:50:02,30.49,55,1.18,48,164.46,5.62
21545,1479023104,12.11.2016,21:45:04,30.49,56,1.22,48,173.73,4.5
21546,1479022801,12.11.2016,21:40:01,30.49,57,1.21,48,171.29,5.62
21547,1479022502,12.11.2016,21:35:02,30.49,58,1.2,48,170.21,5.62
21548,1479022202,12.11.2016,21:30:02,30.49,57,1.23,48,147.9,6.75
21549,1479021902,12.11.2016,21:25:02,30.49,57,1.24,48,146.9,6.75
21550,1479021601,12.11.2016,21:20:01,30.49,58,1.21,48,157.08,5.62
21551,1479021302,12.11.2016,21:15:02,30.49,56,1.2,48,158.31,6.75
21552,1479021002,12.11.2016,21:10:02,30.49,55,1.21,48,153.78,4.5
21553,1479020703,12.11.2016,21:05:03,30.49,56,1.23,48,155.08,4.5
21554,1479020401,12.11.2016,21:00:01,30.49,58,1.19,48,159.85,4.5
21555,1479020101,12.11.2016,20:55:01,30.49,58,1.21,48,168.56,4.5
21556,1479019802,12.11.2016,20:50:02,30.49,61,1.25,48,146.7,4.5
21557,1479019504,12.11.2016,20:45:04,30.49,57,1.21,48,152.36,5.62
21558,1479019204,12.11.2016,20:40:04,30.49,56,1.22,49,156.86,6.75
21559,1479018908,12.11.2016,20:35:08,30.49,56,1.2,49,159.22,4.5
21560,1479018602,12.11.2016,20:30:02,30.49,54,1.21,49,156.71,4.5
21561,1479018302,12.11.2016,20:25:02,30.48,52,1.22,49,148.76,2.25
21562,1479018002,12.11.2016,20:20:02,30.48,52,1.22,49,158.08,4.5
21563,1479017702,12.11.2016,20:15:02,30.48,54,1.21,50,151.01,4.5
21564,1479017405,12.11.2016,20:10:05,30.48,53,1.26,50,159.32,4.5
21565,1479017102,12.11.2016,20:05:02,30.48,54,1.23,50,150.95,4.5
21566,1479016802,12.11.2016,20:00:02,30.48,56,1.23,50,166.55,4.5
21567,1479016502,12.11.2016,19:55:02,30.48,57,1.25,50,137.02,5.62
21568,1479016203,12.11.2016,19:50:03,30.48,58,1.21,50,152.04,4.5
21569,1479015902,12.11.2016,19:45:02,30.48,57,1.24,51,157.42,4.5
21570,1479015601,12.11.2016,19:40:01,30.48,59,1.22,51,137.4,3.37
21571,1479015301,12.11.2016,19:35:01,30.47,63,1.24,51,119.45,1.12
21572,1479015002,12.11.2016,19:30:02,30.47,65,1.23,51,116.33,5.62
21573,1479014702,12.11.2016,19:25:02,30.47,63,1.21,51,124.9,2.25
21574,1479014402,12.11.2016,19:20:02,30.47,66,1.2,51,119.76,4.5
21575,1479014101,12.11.2016,19:15:01,30.47,66,1.26,50,132.7,4.5
21576,1479013804,12.11.2016,19:10:04,30.47,67,1.24,51,151.55,1.12
21577,1479013502,12.11.2016,19:05:02,30.47,62,1.24,51,152.66,3.37
21578,1479013203,12.11.2016,19:00:03,30.46,57,1.19,51,149.25,4.5
21579,1479012902,12.11.2016,18:55:02,30.46,56,1.22,51,147.17,2.25
21580,1479012601,12.11.2016,18:50:01,30.46,59,1.23,52,125.6,1.12
21581,1479012304,12.11.2016,18:45:04,30.46,60,1.24,52,121.17,1.12
21582,1479012002,12.11.2016,18:40:02,30.46,56,1.22,52,120.89,1.12
21583,1479011702,12.11.2016,18:35:02,30.46,59,1.23,53,121.11,2.25
21584,1479011402,12.11.2016,18:30:02,30.46,63,1.26,53,117.46,2.25
21585,1479011101,12.11.2016,18:25:01,30.46,62,1.26,53,93.61,1.12
21586,1479010803,12.11.2016,18:20:03,30.46,61,1.23,54,93.06,1.12
21587,1479010504,12.11.2016,18:15:04,30.46,54,1.24,54,97.71,1.12
21588,1479010201,12.11.2016,18:10:01,30.45,52,1.22,54,78.42,1.12
21589,1479009903,12.11.2016,18:05:03,30.45,55,1.24,54,62.85,2.25
21590,1479009602,12.11.2016,18:00:02,30.45,60,1.23,54,70.55,1.12
21591,1479009302,12.11.2016,17:55:02,30.45,69,1.58,54,63.34,2.25
21592,1479009002,12.11.2016,17:50:02,30.45,67,2.83,54,55.58,0
21593,1479008703,12.11.2016,17:45:03,30.45,71,4.78,54,60.06,2.25
21594,1479008402,12.11.2016,17:40:02,30.45,83,7.66,55,62.69,1.12
21595,1479008104,12.11.2016,17:35:04,30.45,81,10.58,55,37.44,0
